release_date,id,name,popularity,explicit,artists,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration
1950-01-01,4IN3L9IIlopPis1GqQWJcA,Kapitel 270 - Die drei Ehen der Grand Sophy,2,0,"['Georgette Heyer', 'Brigitte Carlsen']","['66pXJ6MhX37ZLneiwUWZf3', '3MPaGKrNJjIcC6cT2VpsVI']",0.706,0.261,9,-18.92,1,0.952,0.761,0.0,0.341,0.551,132.914,4,107
1993-04-15,2Av1szCH9pKPkwoewuCuiD,Herşey sevgiyle başlar,23,0,['Bülent Ortaçgil'],['1eY7YyYjc9jGnsHdJka906'],0.433,0.154,7,-19.671,1,0.0358,0.914,0.03,0.111,0.452,84.458,4,186
1986-10-01,5bDSn0g3tSw38RLrgdvi9Q,Maak Een Vrolijk Geluid,35,0,['Elly & Rikkert'],['62lP9hgxTVphRNmeREeFdC'],0.821,0.339,7,-12.062,1,0.0397,0.435,0.0,0.0679,0.954,125.606,4,105
1972-01-01,0ckaiscpV8eaZ9WWJLdFbs,Playground In My Mind - Single Version,30,0,['Clint Holmes'],['5gwLOQFOJ2lFtDKuxho9U1'],0.704,0.681,5,-7.4,1,0.0343,0.431,0.0,0.11,0.927,125.209,4,173
1956-04-08,3rONMnXe0HwIHZ22ajJlEj,Kapitel 1.6,1,0,"['Rudyard Kippling', 'Nicolai Gogol', 'Pierre Boulle', 'Wilhelm Hauff', 'Pu Sung-Ling', 'Marcel Ayme', 'Juan Antonio Zunzunegui', 'Tania Blixen', 'Günter Eich', 'Friedrich Gerstäcker']","['1VTfkSG3d4enE4jyJZOssx', '4EBlofTtLbc6Wmp55gpiTc', '5eMc9LSGljhZQZJ48R0dJl', '3e9uPILBisAWnkJQo8vzrZ', '0xKcyGIaOzOuZz6IbAoj4x', '3RDJu0tA0WWCsonrmgkcos', '2UyJ01fQiLYEcj66RzKstc', '295bwpCS32JKNHvrWNhrre', '3moNxdYpMtq9Fz3BTd3vVG', '03q4u2UfKNrbvCziuMVu0l']",0.579,0.388,8,-21.64,1,0.902,0.512,0.0,0.742,0.414,83.014,5,76
2014-12-31,1iBwfeVvBCZsPHYsLOJTXD,"Guten Abend, guten Nacht",52,0,['Gutenacht-Fee Twinklestar'],['3XWmVmWsyEx9Tk9ql6OM0O'],0.386,0.0383,1,-31.665,1,0.0574,0.905,0.796,0.128,0.872,81.192,3,117
1989-05-15,16hfdf8aojjAnWXTBApGkT,火金姑,21,0,"['李淑雲', '許鈺珮', '吳爾笠', '蔡榮吉']","['2dRSIy5loojBpVlxWk2eRq', '1u4z77GA1U2uqM2qcGEQ1D', '3hAug8Ksw0xBepMo20ukYO', '4ZSjPS92VlMAl76LII4QGU']",0.663,0.278,0,-18.962,1,0.0998,0.427,3.73e-06,0.212,0.361,119.747,4,161
2017-07-26,6Ip090WbSVb0OCM0EHFQ8v,La Que No Me Conoce,41,0,"['Peter Manjarrés', 'Juancho De La Espriella']","['5p1D7KgsRRcS9gpQyRARrL', '2jyCUmtPh36YRwhuhxzUZ3']",0.696,0.936,5,-3.67,1,0.123,0.593,0.0,0.0827,0.931,184.172,4,260
1980-08-26,59QHRUj3lmBY0VPmOpx8CG,Hani,18,0,['Sezen Aksu'],['64d1rUxfizSAOE9UbMnUZd'],0.207,0.581,10,-7.41,1,0.0354,0.392,0.000317,0.122,0.239,172.112,4,261
1985-11-04,1x0tFPaYLwf4D6TN6B8UTy,Fragen,11,0,['Tatjana Armand'],['0IS139XlxgrUtELabpXCXU'],0.429,0.276,0,-17.051,1,0.0423,0.635,0.000277,0.116,0.163,79.685,4,187
1992-02-01,3eyedUzBKc8UOWZzH2TxMr,Je vais à Bang-Bang,21,0,['Les Innocents'],['4yBNT94b6M3yRNVLIy8RhP'],0.64,0.887,2,-5.951,1,0.0297,0.111,2.35e-06,0.111,0.852,125.899,4,230
2011-02-09,17gWtVynQIHeTI9jBoQCa4,You're So Sweet & I Love You,34,1,['[Alexandros]'],['1luOe8HkZQ7zwuaO2wuJqI'],0.545,0.945,8,-3.647,1,0.181,0.0872,0.000616,0.14,0.453,144.289,4,281
2009-05-01,5RxWZFjVomBezX3yIBPhoB,On Your Own,16,0,['KTR'],['4qlWhvL1JtoLS4q7pL4A4D'],0.462,0.567,4,-6.181,0,0.0285,0.124,0.000479,0.0519,0.392,154.54,4,131
1992-01-01,1zjpDV5SDcqw559XamnJ3i,Oh Humanidad,19,0,['Lucho Barrios'],['0THtXVjA70xW4Qk9o2YEYh'],0.706,0.337,10,-11.621,0,0.0383,0.692,6.51e-06,0.247,0.785,112.423,4,165
1975-01-01,1tCRgQd7muhZCqAeMQziqa,Man In The Middle,35,0,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],0.654,0.671,0,-10.295,1,0.0633,0.144,2.79e-06,0.0535,0.962,166.299,4,181
1978-06-09,4cAlWy0jWMtn5AdtZy4dHi,Before They Make Me Run - Remastered,41,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],0.595,0.955,0,-2.304,1,0.117,0.384,0.0175,0.05,0.714,132.653,4,205
2020-06-25,1cMh0puIq013LD8jzoF5vE,Make It Count,0,0,['Falcata'],['2PI3VhrvlHN00RxTqU8JIf'],0.371,0.753,7,-4.037,1,0.0411,2.02e-05,0.0,0.146,0.201,105.02,4,190
1988-01-01,5tXf4iWpLdKZ4qEB5mYay0,Hallelujah Jordan,25,0,['Hothouse Flowers'],['2szQRWh2F0RUs9bkbepwok'],0.35,0.829,4,-7.357,1,0.0681,0.292,0.0,0.0967,0.755,102.545,4,187
1964-01-01,3rKsXR4xrMOB90DoLswTiJ,Violins in the Night,20,0,['The Melachrino Strings and Orchestra'],['4h434Npi0e7fooQBbS3ZuV'],0.321,0.361,2,-11.564,1,0.0303,0.445,0.914,0.172,0.338,110.782,4,169
2008-04-04,3CF6eEQIylA5NFlDxBtZVP,Dis quand reviendras-tu ?,38,0,['Jean-Louis Aubert'],['1NCrHXp9R3ogv8ezWWHFNs'],0.44,0.404,0,-6.365,1,0.0327,0.736,9.97e-05,0.147,0.37,149.274,4,269
1991-01-01,2ZdJCHQBPv9QOQeVqupseV,青春舞曲2000,11,0,['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],0.706,0.492,10,-11.742,1,0.0295,0.282,0.0,0.105,0.719,118.111,4,263
2005-03-01,3pE1kw5TggEb1erG1hAsXJ,All I Need Is You,47,0,['Hillsong UNITED'],['74cb3MG0x0BOnYNW1uXYnM'],0.377,0.325,4,-10.145,1,0.028,0.128,0.0,0.202,0.0818,141.806,4,386
1989-01-01,2TDbP69U2F8AWcie0fLGY9,Happy Birthday Sweet Sixteen,21,0,['Flamingokvintetten'],['1uV8Ulgcr9oSFvL05MYJ3C'],0.408,0.827,0,-5.459,1,0.0296,0.0902,0.0,0.238,0.903,169.524,4,140
1981-01-01,1Te3W5DSLigw2PhJzEclbh,Kylmää ja kuumaa,8,0,['Tuomari Nurmio'],['7zBD3u7aYHxNPlLWc5CAdh'],0.472,0.85,7,-8.388,1,0.0578,0.0482,3.35e-05,0.666,0.608,173.007,4,170
1958-01-01,6dD6ou3Bih8vziD6Ak93nl,"Rossini: Il barbiere di Siviglia, Act 2: ""Insomma, mio signore"" (Bartolo, Count Almaviva)",2,0,"['Gioachino Rossini', 'Luigi Alva', 'Alceo Galliera', 'Fritz Ollendorff', 'Philharmonia Orchestra']","['0roWUeP7Ac4yK4VN6L2gF4', '3VvEDwzCTkx6W7yeTR3rua', '4vkGRuqbcBXgDF2fkfLlNo', '5g86RWkXTtf5ujnwJcgkUk', '09KZU0NsS7jRa5p0SflmGY']",0.588,0.135,2,-20.994,1,0.395,0.954,0.0,0.0904,0.438,167.599,1,139
1999-08-18,3l7PIuTeVkjkvlAjZAwssp,Spune Dacă Vrei,13,0,['Double D'],['4xkDuKUkDST3ESliFCdcDy'],0.831,0.807,7,-6.907,0,0.0404,0.209,0.00178,0.0712,0.81,102.007,4,232
2004-10-01,0JcZHN5ZNYJKGyxn4jl54I,Yesterday / Hey Jude (Bônus) - Ao Vivo,38,0,['Roupa Nova'],['2poCUrtJvVVgfA2hgri1IS'],0.357,0.313,0,-10.109,1,0.0328,0.675,0.0,0.382,0.401,91.239,4,252
2014-03-24,7AIMJ9jTOB0gdnLvhwps9I,Jsem,28,0,"['Tomas Klus', 'Cílová skupina']","['6q7ooPx2ZxV6MJ9I7d1zmn', '1g2WvSyijJP8enXZWLWXqF']",0.359,0.342,0,-14.004,1,0.0326,0.0533,0.0431,0.646,0.264,160.987,4,203
2014-06-06,1sulY1sKf8OEClwRPd1bvM,Wir waren hier II,46,0,['Cro'],['3utZ2yeQk0Z3BCOBWP7Vlu'],0.588,0.832,5,-6.55,0,0.0472,0.0217,3.52e-06,0.101,0.815,165.016,4,193
1925-01-01,2nOYxyusxAfqjZCUSxfNZ4,Muskrat Ramble,19,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],0.666,0.336,8,-10.138,1,0.222,0.982,0.733,0.0789,0.85,183.833,4,150
1983-09-19,0FLOlYKEIq2qbmfc6hX80v,Reputation,28,0,['Bobby O'],['13mcaMAOtldhlaJVsQnI9o'],0.741,0.578,2,-12.461,1,0.0354,0.00177,0.249,0.0303,0.904,126.062,4,275
1980-01-01,1AheBFmVthLZBJLt1Yy2tP,העגורים,8,0,['HaGevatron'],['5ujwfg1AKpM7CGPZhHxs22'],0.383,0.362,2,-11.664,0,0.0276,0.735,0.0,0.189,0.351,80.825,4,182
2007-11-27,0oTQflkDlj2wkCLSB5xNXk,I Don't Care,35,0,['Milk Inc.'],['2sgikskblKZFbDpsYO9anB'],0.67,0.865,5,-8.594,0,0.0433,0.0237,0.0874,0.952,0.612,138.003,4,212
2011-06-30,0eOyvQ2SeejSS0zJmLS4Wq,See What I've Become,58,0,['Zack Hemsey'],['2Eg0o1Mok66akOkuOiGdEv'],0.395,0.769,0,-9.442,1,0.0571,0.194,0.754,0.112,0.0388,128.206,4,234
1954-01-01,3sla5Buqg5B3lHtKdOu2zu,"Verdi : La Traviata : Act 2 ""Pura siccome un angelo"" [Germont, Violetta]",10,0,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']","['1JOQXgYdQV2yfrhewqx96o', '4C8Cmg4pufBGtbDGGTGbkL', '0bjdfjE8XbLa2Odstu6E1E', '6r9Z05svhqtOdMOOIr0Kjy']",0.468,0.201,5,-14.895,0,0.0583,0.994,0.0,0.118,0.254,89.885,4,107
1995-11-06,7we0onxXOzBa5LlVIPUsRA,Mi Deporte Favorito,14,0,['Ilegales'],['2laDE3zsNJYoX7n8nF3YPJ'],0.764,0.584,9,-10.84,1,0.0323,0.0113,0.000222,0.154,0.76,109.909,4,252
1988-01-01,45P2LAIOap6HSduukxfiVc,El Poderoso de Israel,26,0,"['Palabra en Acción', 'Juan Carlos Alvarado']","['4umfGspINdkBEwCjc1f5Xw', '1NWIpqck2zZ43JamLJgf6U']",0.67,0.658,1,-8.739,1,0.0384,0.602,0.0,0.106,0.891,128.837,4,180
1999-12-05,20tJvBAqgF3sCXxb7FEjwT,I Am the Best,33,0,"['Jatin-Lalit', 'Abhijeet']","['4YgUVg4p7xtMOrOS4GjiJZ', '2ZRrPOjBIWoKK5rHedLijj']",0.719,0.931,1,-5.153,0,0.046,0.142,1.04e-06,0.339,0.944,100.084,4,258
2018-12-07,6PTvE2gQraGPgXUGmYhvwV,Et je deviens fou,51,1,"['Jul', 'Ninho']","['3IW7ScrzXmPvZhB27hmfgy', '6Te49r3A6f5BiIgBRxH7FH']",0.841,0.896,2,-4.289,0,0.251,0.489,2.56e-05,0.0845,0.656,119.991,4,206
1997-01-01,3yrBxnfvxcg7DC6CZMdFak,火花,15,0,['Jacky Cheung'],['1Hu58yHg2CXNfDhlPd7Tdd'],0.646,0.413,5,-9.968,1,0.0425,0.491,0.0,0.365,0.211,124.203,4,299
1995-06-28,0ApcEMlly0hCRwflRGEZOU,Var Git Turnam,19,0,['Sezen Aksu'],['64d1rUxfizSAOE9UbMnUZd'],0.363,0.402,4,-7.509,0,0.0321,0.681,1.38e-05,0.27,0.456,111.719,3,256
2014-12-29,0lIxQECuVl5Wwqin2VPTBS,Kane Ton Pono Sou Hara,0,0,"['Manos Hadjidakis', 'Thanasis Moraitis']","['4epy8uB6icBmTU3VoMwVzG', '2Sh8MU95i0Z38SSkivDEXC']",0.323,0.211,0,-10.199,1,0.0357,0.939,0.00142,0.102,0.363,88.338,4,276
1976-01-01,6YU0bvrJKplkkJSR8syJEX,Yksin kuljen sateeseen - Crying in the Rain,11,0,['Katri Helena'],['2IfvzNKtnV8PTAh7H6ZVfv'],0.578,0.458,5,-11.002,1,0.0303,0.655,0.0,0.184,0.486,95.37,4,124
1939-08-25,4mKD7XUnSmD3OZlrWiJXrF,We're Off To See The Wizard - Quartet,5,0,"['Judy Garland', 'Ray Bolger', 'Buddy Ebsen', 'Bert Lahr']","['0hItVPjwJLVZrFqOyIsxPf', '2AFiUmVJVOF5yUjt51Yx88', '1Iz7nlWigMfcC0mzqgu2Sc', '6cvl2oguSPCBHeHXgHa6zh']",0.666,0.432,8,-20.354,1,0.0592,0.851,0.00111,0.688,0.837,137.699,3,26
1980-01-01,6KOHCw4twPfiJ01BxJ0ntc,Kapitel 31 - Hexen gibt es doch (Folge 001),35,0,['Bibi Blocksberg'],['3t2iKODSDyzoDJw7AsD99u'],0.703,0.218,0,-17.068,1,0.761,0.499,0.0,0.105,0.202,90.373,1,84
2008-01-09,2yxBnEKgeDyP8bI0X55QOU,Tu Fotografía,38,0,['Gian Marco'],['2gDqGAadPIPiA7LtmNn74g'],0.682,0.288,7,-12.785,1,0.0342,0.845,5.87e-06,0.116,0.461,139.794,4,272
2016-07-20,4hriAMDMEVb6yKhjMTduTJ,Я был там где не был ты!,41,1,['Метель'],['6CjQZyM4LDtXlmAK2EiBRq'],0.593,0.844,6,-3.439,0,0.0398,0.701,0.0,0.114,0.692,106.017,4,117
1973-01-01,5CaYvAO2a6RncazDI2WVt1,I'm Into Something Good,37,0,"[""Herman's Hermits""]",['48YxSlb23RAaCd4RyHcV9V'],0.587,0.456,0,-8.365,1,0.029,0.677,0.0,0.272,0.749,133.623,4,153
2000-01-01,2Ku6P1U8QkOQcLEXTRxygX,Enséñame A Olvidarte,60,0,['Intocable'],['108moq3rq6bm1M4Ypz0J02'],0.426,0.815,5,-6.174,1,0.231,0.528,0.0,0.129,0.715,171.844,4,202
2005-09-25,5kmh1Zf0hYESmxwDI1IosB,Gundu Sudhi,39,0,"['M. M. Keeravani', 'Sunitha']","['12l1SqSNsg2mI2IcXpPWjR', '74S8YRi4XQ5yf9ToSzuY80']",0.67,0.702,4,-6.773,1,0.0416,0.564,2.27e-06,0.303,0.835,134.87,4,256
1997-04-21,3dqS6VzotD3DJhu2jiDZZO,平成狸合戦メインテーマ「元気節」(平成狸合戦ぽんぽこ),33,0,['八草楽団'],['7E4eb6Uu8B3gubzAvnLHnX'],0.573,0.598,0,-11.78,1,0.0267,0.00745,0.782,0.378,0.81,97.193,4,218
2004-01-01,4fNGHu1LXT1bIDpyWTQEYE,Sinepes (Par Raimi),28,0,['Hospitāļu iela'],['6RhjfCp8hJWtxd5iCvdikm'],0.829,0.479,7,-10.081,1,0.0427,0.682,0.00106,0.106,0.926,89.977,4,221
1983-01-01,1HhLogd8ljnRgXM8FlAR8o,Luke and Leia,41,0,"['John Williams', 'London Symphony Orchestra']","['3dRfiJ2650SZu6GbydcHNb', '5yxyJsFanEAuwSM5kOuZKc']",0.17,0.0559,9,-21.059,1,0.0402,0.935,0.784,0.118,0.0348,92.436,3,287
1976-09-01,2r84PIe0VX6mX0j3Buq3NF,Volo az 504,16,0,['Albatros'],['0VclZdfWdKbfJH9q8tUShP'],0.315,0.62,7,-9.88,0,0.0449,0.375,0.113,0.232,0.667,97.428,4,225
2001-01-01,3wcsMHvmknOYhjldR1znm0,Fovame Pos,30,0,['Giannis Ploutarhos'],['152y903Cqyk9GVl6amOtuD'],0.709,0.416,2,-7.444,0,0.0381,0.721,0.0,0.21,0.387,98.109,4,188
1966-09-16,5xIO4m9K8uJBCUSsAK2NS7,I Love Your Lovin' Ways,30,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],0.602,0.487,9,-10.086,1,0.0941,0.474,0.0,0.0879,0.809,104.781,4,156
2015-11-13,5Yf4Dxfo4cQK2WJtMrblr7,Querría,49,0,['El Kanka'],['4Byu6VBhuMYzcoIUrIyLuL'],0.924,0.52,5,-8.804,0,0.0369,0.541,0.0,0.317,0.89,94.992,4,250
1994-12-16,73sG3X5l4rns4IQbLLuE5e,來不及,17,0,['Wu Bai'],['5H8TJITZE1sPjVR2ACzXNS'],0.68,0.502,2,-14.69,1,0.0452,0.0356,0.0104,0.0413,0.959,95.911,4,258
1988-10-31,3LWr1doKSH2hSfnE9kMX6U,La lluvia gris,41,0,['Heroes Del Silencio'],['3qAPxVwIQRBuz5ImPUxpZT'],0.608,0.65,4,-11.445,1,0.031,0.0329,0.0454,0.0704,0.665,140.213,4,263
1968-06-29,0GML1aXwt0GJH8XRvcH7Fl,Corporal Clegg,37,0,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],0.202,0.746,2,-7.967,1,0.0661,0.318,0.00273,0.138,0.529,175.785,4,253
2002-11-01,0yjtZj1Ch0lVWCdvqzF83o,Lala Ho Nna,15,0,['Oleseng'],['0iepNxZaNsdiuiUtfD38Ql'],0.568,0.748,9,-10.219,1,0.0303,0.0758,0.0142,0.168,0.625,97.947,4,245
2012-01-01,4EVuJThjvuB1jHGoES2rc3,Un Día en el Barrio,51,0,['Canserbero'],['1wGIhYkKWSq4yACtTkCkSX'],0.569,0.946,5,-4.939,0,0.281,0.0659,0.0,0.307,0.792,93.219,4,380
2011-06-17,0GakK1q849BiySAhsqqL6S,Zetor'n - 2011 Remastered Version,42,0,['Too Far Gone'],['6lrVaoOsYaOwqsG0whjurP'],0.443,0.831,2,-5.448,1,0.234,0.657,0.0,0.232,0.812,184.276,4,217
1973-07-01,3yeONAlGlFCEW2bAZHrXTQ,Omaha,34,0,['Waylon Jennings'],['7wCjDgV6nqBsHguQXPAaIM'],0.68,0.704,4,-10.865,1,0.0409,0.318,0.00342,0.164,0.962,155.054,4,158
2011-07-26,1VqZFsa4KgJW3FwVhgJ6lk,Salamat Panginoon (Live),37,0,['Musikatha'],['47JiuyS0jhjbY7daptUU7E'],0.229,0.0863,0,-17.684,1,0.0421,0.922,2.81e-06,0.112,0.347,76.612,4,388
2007-05-30,3vdxx0XNDu0fdNhmzBbW8p,Kapış Kapış,47,0,['Emre Altug'],['6CtMmrX12kYA3O4kINuWjZ'],0.728,0.843,1,-4.802,1,0.101,0.0537,0.0,0.0924,0.919,87.017,4,279
2012-01-01,2kfpH2OAAdpk5J3JaraAIh,Hands On The Wheel,59,1,"['ScHoolboy Q', 'A$AP Rocky']","['5IcR3N7QB1j6KBL8eImZ8m', '13ubrt8QOOCPljQ2FL1Kca']",0.65,0.859,1,-4.54,0,0.0957,0.021,0.0,0.0986,0.169,127.828,4,198
1976-01-01,6uMVhDeEggpgKdSAjqtCdw,Stretchin' Out (In a Rubber Band),32,0,['Bootsy Collins'],['5K0rbdBrs2tNXe5LeWMATT'],0.802,0.764,11,-8.163,0,0.105,0.272,2.51e-05,0.32,0.916,101.143,4,412
2008-03-01,5xHXf1bKxIoyNdiis6uE0u,Mamma Mu dyker,38,0,"['Jujja och Tomas Wieslander', 'Mamma Mu & Kråkan']","['4ANyllSrs9LbBbyJ6v2ruK', '2Hxs36hj1yw9ISFHmJNRwW']",0.594,0.565,0,-14.205,1,0.952,0.718,0.0,0.94,0.253,68.783,3,307
2001-10-08,5xsGvfOk0G80J2myIxy9hd,Sembrando - En vivo,35,0,['Lucybell'],['3rqpBcetrJVphNTRHDv9ht'],0.537,0.924,7,-7.572,1,0.0391,0.000435,0.00428,0.887,0.554,105.207,4,215
2015-05-31,4tWZkNLe7V7GtBt07MJ5FU,Move On,40,0,['Stand Here Alone'],['3YwAgafEWJCd6Haotq7Qd2'],0.423,0.928,11,-2.322,1,0.0649,0.015,0.0,0.199,0.74,169.934,4,211
1967-09-11,6KBKtqRX39M2hVmFT3MOQj,056 - Der kleine Muck - Teil 14,10,0,['Die Originale'],['0PCtW4w0RN89andUBQ3TVv'],0.694,0.266,1,-13.274,1,0.88,0.578,6.97e-06,0.112,0.503,94.291,5,48
1992-02-25,4YldHwkH58YeKKTUoaWYgV,Te Quiero Mucho,43,0,['Grupo Libra'],['7A0dBf6Uyh5G1rW7Rh84Dt'],0.634,0.621,9,-6.617,1,0.0266,0.544,0.0,0.344,0.679,119.204,4,179
1990-07-21,3WPkYhOpjlMQXZ2VOedPTz,りんごの泪,14,0,['Ningen Isu'],['4rd6QvHo3CdZNmZrPJs8yz'],0.371,0.697,9,-12.67,1,0.0342,0.302,0.0111,0.264,0.723,100.982,4,243
2003-11-18,6lQWxasV7qHddLvMss1A0p,Když Jde Malý Bobr Spát,36,0,['Petr Skoumal'],['5bSJUm7obpzyPYMemyk14g'],0.629,0.496,1,-6.545,1,0.0295,0.603,0.000121,0.545,0.874,117.86,4,179
2021-03-26,6aCC0TK1IJPALdwniMbok3,Don't Forget,70,1,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],0.662,0.641,3,-5.013,0,0.21,0.498,0.0,0.315,0.882,172.93,4,250
1993-01-01,7kWmT6l911OFlkhhSV6KlM,Got to Get It,51,0,['Culture Beat'],['0BZ3BHzfYwpd3k5TDnvAz8'],0.668,0.909,9,-9.925,0,0.0397,0.000705,0.0448,0.235,0.541,132.865,4,321
1999-03-19,5T4Wez0kAQRMnzdHIMQDKI,I Am,42,1,['Static-X'],['7JDSHlDdVTo7aZKdQZ53Vf'],0.61,0.975,10,-5.003,0,0.0702,0.00108,0.0588,0.358,0.629,145.035,4,167
2003-05-23,1KHKl8BzJMJiw6GuQtzYrC,Shala-la-la,26,0,['Pikku G'],['52k2KcEXIZTnYD2EpOoJiZ'],0.759,0.781,1,-6.667,0,0.283,0.116,0.0,0.136,0.733,98.087,4,195
1935-01-01,0JlRTyklBvY79onT0IR6Jg,"Verdi: Otello, Act 2: ""Bei des Himmels ehernem Dache"" (Si, pel ciel marmoreo giuro) [Otello, Iago]",0,0,"['Giuseppe Verdi', 'Karl Böhm', 'Josef Herrmann', 'Torsten Ralf', 'Staatskapelle Dresden']","['1JOQXgYdQV2yfrhewqx96o', '3fyr5uksidSlLzsUjRIz5A', '71VRMEVsj8CRVM7sJTMeHa', '3VULGVjp2gdkykta8gqUqf', '3Vfvyx6OouTxYU3emXonW7']",0.269,0.292,9,-12.052,1,0.0405,0.948,0.0024,0.141,0.459,69.828,3,179
1977-11-15,0h7ensMpE0QHgzrqpfXe7i,Last Rose of Summer,35,0,['Judas Priest'],['2tRsMl4eGxwoNabM08Dm4I'],0.583,0.495,9,-7.415,1,0.0284,0.194,1.99e-05,0.291,0.405,121.505,4,336
1991-01-01,7HVkDgjIDN9TCyjzjZu1Fs,O Teatro Dos Vampiros,44,0,['Legião Urbana'],['6tw6EpC9RgmSRZiZg0n22t'],0.551,0.447,0,-16.01,1,0.0302,0.282,0.0228,0.24,0.285,107.465,4,218
2012-01-01,6PTn66QzyMC8qVV7vNMRXE,"Wada Karo - From ""Aa Gale Lag Jaa""",42,0,"['Kishore Kumar', 'Lata Mangeshkar']","['0GF4shudTAFv8ak9eWdd4Y', '61JrslREXq98hurYL2hYoc']",0.389,0.699,5,-5.05,0,0.0415,0.633,2.26e-06,0.709,0.527,87.427,4,315
2014-12-03,5LqanqJSmZwbwPtIi2RwTb,Kangen,65,0,['Dewa 19'],['48bKH1ugFBhERC1rdojP9d'],0.618,0.776,2,-6.41,1,0.0282,0.0384,0.0,0.127,0.842,133.986,4,301
2014-08-01,6msIPYsxR30wbmBfEe3DhV,Que Espere,44,0,['Alex Zurdo'],['0WI8OfWCRvK4nGHmKfFQmd'],0.73,0.836,8,-6.287,0,0.214,0.253,0.0,0.2,0.924,173.868,4,228
1990-06-05,3Im9fL8ZDBU0OlTZKrHPwp,Matinal,24,0,['Madredeus'],['3mlxV3eHtMwvoOSLzR6CFj'],0.155,0.182,8,-24.614,1,0.0489,0.745,0.0234,0.1,0.0383,63.635,4,205
1991-01-01,6Ie8ctvwF8SetKYMk6mYL8,Kapitel 07 - Das Heiderennen (Folge 005),36,0,['Bibi und Tina'],['2x8vG4f0HYXzMEo3xNsoiI'],0.708,0.346,11,-15.979,1,0.959,0.397,0.0,0.415,0.464,81.301,3,94
1987-01-01,5jQ8FVu6ZIwnw56QQTtDD2,Kapitel 15 - als Reporter (Folge 056),27,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],0.739,0.6,3,-14.296,0,0.926,0.448,0.0,0.752,0.6,80.895,3,52
1991-03-20,3erQAddOalef7tmVpAZ3BV,Dead Embryonic Cells,48,1,['Sepultura'],['6JW8wliOEwaDZ231ZY7cf4'],0.445,0.917,11,-6.776,1,0.0693,9.62e-06,0.175,0.108,0.439,106.54,4,292
1946-01-01,2rYdYt7ojUpTHhRNg5craA,Bad Blood,0,0,['Brownie McGhee'],['3qXzj7WzBV3kwy1yEV1RcC'],0.704,0.459,2,-5.001,1,0.0402,0.926,0.00184,0.123,0.824,90.37,4,177
1947-01-01,1wUNymR0VkCmzferd4woiO,"Ma mère l'Oye, M. 60: II. Petit Poucet",0,0,"['Maurice Ravel', 'Robert Casadesus', 'Gaby Casadesus']","['17hR0sYHpx7VYTMRfFUOmY', '60UJYXbYq8oGjl7FDqP0mW', '5NfGdfTxSNHjKdwjNKwh5c']",0.51,0.148,0,-21.865,0,0.0556,0.995,0.888,0.13,0.465,136.157,4,168
1998-08-01,4ukHvPbk0qwoYo1T6cGwwm,Pasillos,27,0,['Las Pelotas'],['1Qv4E1VgZOGnOYd99Kp5Bs'],0.58,0.491,2,-6.631,0,0.0251,0.396,0.00393,0.0964,0.267,90.014,4,229
1952-01-01,6ukHyr7FKDJZ7UaphMqq6E,Jor Lagake Haiya,2,0,['Geeta Dutt'],['0QsbYX8XslSSUcztc6u4pO'],0.669,0.476,4,-9.693,1,0.242,0.981,0.481,0.347,0.884,116.403,4,195
2020-10-06,6uLb2es3snQanDj1hXLuze,10 Thousand Years - Remastered,1,0,['Broadway Project'],['0BKJZnwj3srDS2J0GwFQQp'],0.542,0.562,9,-10.956,1,0.0313,0.091,0.767,0.111,0.0371,120.018,4,284
1954-04-17,6Va7d56LDfpKM5Zshwdexn,Studierzimmer - Teil 01,3,0,"['Gustaf Grundgens', 'Johann Wolfgang von Goethe', 'Deutsche Grammophon Literatur']","['3ZNq3SUfUQlS1d30pBiXDU', '7wQj9SdON7gAR6M2VjpBrw', '4xlPlv17Nyteao9aycDxMs']",0.686,0.139,5,-32.559,0,0.865,0.653,0.0,0.602,0.383,84.998,3,81
1989-06-09,2s6rYkPolX1E3s4oWSfjmv,Hopoti hopoti,9,0,['Anni Tannin Lapsilaulajat'],['403vcvemTJaEI0btvZtfO3'],0.487,0.0549,0,-14.69,1,0.0509,0.975,0.0,0.0707,0.665,71.978,4,65
2001-04-17,1IVHhNRPNMXbPTyxI6zGwv,BQE - Live,3,1,['Skarhead'],['5sPVWvhKlQRl1kZUwVSTed'],0.295,0.905,7,-7.45,1,0.479,0.00179,0.000392,0.203,0.345,88.505,4,237
